Row 1
	        TIME	      NRiter	      LSiter	         FPR	        FOPR	        FOPT	        FGPR	        FGPT	        FWPR	        FWPT
	         DAY	            	            	        PSIA	     STB/DAY	         STB	    MSCF/DAY	        MSCF	     STB/DAY	         STB
	            	            	            	            	            	            	            	            	            	            
	         663	     469.729	     1023.77	     118.228	           0	      864407	      451710	      430489	      692524	      910571
	         669	     463.229	     1012.78	     115.381	           0	      870252	      452203	      431164	      695158	      919570
	         679	     453.143	     995.645	     110.784	           0	      879795	      453006	      432262	      699458	      934570
	         689	     443.697	      979.58	     106.325	           0	      889102	      453790	      433335	      703671	      949570
	         699	     434.838	     964.625	     102.032	           0	      897775	      454557	      434363	      707802	      964569
	         709	     426.594	       951.4	     97.9466	           0	      906306	      455308	      435349	      711854	      979569
	         719	     418.849	     939.285	     94.0394	           0	      914660	      456043	      436294	      715831	      994569
	         720	     418.079	     937.913	      93.579	           0	      915493	      456117	      436388	      716228	      996069
	         722	     416.567	     935.583	     92.8193	           0	      917153	      456263	      436575	      717018	      999068
	         726	     413.612	     930.997	     91.3257	           0	      920444	      456553	      436942	      718587	 1.00507e+06
	         734	     407.973	     922.146	     88.4094	           0	      926926	      457125	      437655	      721679	 1.01707e+06
	         744	     401.305	     911.497	     84.8154	           0	      934881	      457827	      438515	      725476	 1.03207e+06
	         747	     399.339	     908.221	     83.6781	           0	      937254	      458036	      438771	      726609	 1.03657e+06
	         753	      395.54	      902.12	     81.5974	           0	      941951	      458449	      439272	      728851	 1.04557e+06
	         763	     389.528	     892.317	     78.2021	           0	      949652	      459125	      440082	      732524	 1.06056e+06
	         773	     383.821	     882.875	     74.8854	           0	      957231	      459788	      440870	      736135	 1.07556e+06
	         776	     382.141	     879.986	     73.8678	           0	      959494	      459986	      441104	      737213	 1.08006e+06
	         782	     378.882	     874.618	     72.1113	           0	      963978	      460377	      441565	      739347	 1.08906e+06
	         792	     373.709	     866.064	     69.3912	           0	      970792	      461016	      442315	      742846	 1.10406e+06
	         802	      368.81	     858.845	     66.8486	           0	      977720	      461645	      443047	      746290	 1.11906e+06
	         812	     364.155	     851.823	      64.551	           0	      984574	      462263	      443764	      749680	 1.13406e+06
	         822	     359.714	     844.773	     62.3898	           0	      991340	      462871	      444467	      753017	 1.14906e+06
	         832	     355.475	     837.347	     61.2745	           0	      998018	      463469	      445155	      756304	 1.16406e+06
	         835	     354.226	     835.466	     61.0433	           0	 1.00001e+06	      463647	      445360	      757285	 1.16856e+06
	         841	     351.783	     830.461	     61.0306	           0	 1.00397e+06	      464000	      445766	      759226	 1.17756e+06
	         851	     347.864	     822.851	     60.7571	           0	 1.01049e+06	      464578	      446427	      762408	 1.19255e+06
	         861	     344.096	     815.854	     60.2921	           0	 1.01692e+06	      465145	      447076	      765534	 1.20755e+06
	         871	     340.595	     809.355	     59.7075	           0	 1.02328e+06	      465703	      447712	      768607	 1.22255e+06
	         881	     337.223	     803.219	     59.0308	           0	 1.02957e+06	      466251	      448337	      771630	 1.23754e+06
	         891	     333.979	     797.476	      58.279	           0	 1.03578e+06	      466789	      448950	      774604	 1.25253e+06
	         900	     331.162	      792.52	     57.5374	           0	 1.04133e+06	      467265	      449493	      777245	 1.26603e+06

Row 6
	        TIME	        WOPT	        WOPT	        WOPT	        WOPT	        WOPT	        WOPT	        WOPT	        WOPT	        WOPT
	         DAY	         STB	         STB	         STB	         STB	         STB	         STB	         STB	         STB	         STB
	            	      PROD15	      PROD16	      PROD17	      PROD18	      PROD19	       PROD2	      PROD20	      PROD21	      PROD22
	           1	     1499.95	     1499.97	     1500.12	     1499.99	     1499.95	     1500.04	     1500.12	     1500.92	     1500.17
	        1.15	     1724.95	     1724.97	     1725.13	     1724.99	     1724.97	     1725.04	     1725.12	     1725.92	     1725.17
	     1.39425	     2091.29	      2091.2	     2091.52	     2091.33	     2091.31	     2091.28	     2091.36	     2075.05	     2090.95
	     1.88275	     2823.86	        2823	     2822.49	     2823.84	     2823.27	     2823.36	     2823.56	     2724.74	     2821.56
	     2.85975	     4288.67	     4286.32	      4287.5	     4288.11	     4288.05	     4286.03	     4286.24	     3927.68	     4275.87
	     4.81374	     7219.65	     7217.34	      7218.4	     7219.13	     7219.04	     7217.04	     7217.24	     6145.77	     7204.11
	     7.57518	     11361.8	     11359.5	     11360.6	     11361.3	     11361.2	     11359.2	     11359.4	     9089.69	     11346.3
	     12.7795	     19168.3	     19166.5	     19166.1	     19167.7	       19168	       19165	     19110.1	     14287.8	     19152.3
	     22.7795	     34168.3	     34167.1	     34166.1	     34167.7	       34168	       34165	     34110.1	       23503	     34152.3
	     32.7795	     49168.3	     49167.1	     49166.4	     49167.6	       49168	       49165	       49110	     32154.9	     49152.3
	     42.7795	     64168.3	     64166.3	     64129.2	     64166.5	     64165.3	     64162.4	     64109.5	       40322	     64145.7
	          50	     74998.9	     74997.2	     74960.8	       74997	       74996	     74993.1	     74940.3	     45984.4	     74976.3
	          60	     89999.1	     89996.9	     89963.3	     89996.9	     89992.6	     89992.8	     89940.3	     53395.4	     89975.1
	          70	      104999	      104997	      104963	      104996	      104993	      104993	      104940	     60400.9	      104975
	          80	      119999	      119996	      119962	      119996	      119993	      119993	      119940	     67009.6	      119926
	          90	      134999	      134997	      134961	      134996	      134992	      134993	      134940	     73235.6	      134925
	         100	      149999	      149997	      149962	      149997	      149993	      149993	      149940	     79097.1	      149924
	         110	      164999	      164997	      164962	      164997	      164993	      164993	      164940	     84634.9	      162423
	         115	      172492	      172500	      172469	      172499	      172495	      172491	      172436	     87329.5	      168211
	         120	      179981	      180002	      179961	      180000	      179995	      179988	      179933	     89953.8	      173754
	         125	      187481	      187504	      187456	      187500	      187496	      187486	      187431	     92511.1	      179116
	         130	      194981	      194986	      194954	      195001	      194996	      194983	      194928	     94998.1	      184320
	         140	      209981	      210008	      209955	      210001	      209996	      209984	      209929	     99722.5	      194125
	         150	      224981	      225008	      224957	      225001	      224996	      224984	      224929	      104199	      203366
	         160	      239981	      240008	      239955	      240001	      239996	      239984	      239928	      108443	      212136
	         170	      254981	      255008	      254954	      255001	      254996	      254984	      254928	      112472	      220439
	         180	      269981	      269276	      269956	      270001	      269996	      269984	      269431	      116304	      228291
	         190	      284981	      282651	      284956	      285001	      284996	      284875	      283119	      119959	      235722
	         200	      299982	      295244	      299956	      300001	      299996	      298836	      296153	      123455	      242767
	         210	      314982	      307142	      314956	      315001	      314996	      312021	      308617	      126810	      249468
	         220	      329982	      318424	      330044	      330002	      329996	      324510	      320558	      130037	      255856
	         230	      344982	      329129	      345081	      345008	      345001	      336361	      332007	      133134	      261958
	         240	      359964	      339286	      360083	      360015	      360001	      347632	      343000	      136134	      267806
	         250	      374926	      348898	      375086	      375020	      375004	      358353	      353571	      139032	      273422
	         260	      389926	      357956	      390086	      390020	      390004	      368552	      363743	      141837	      278821
	         270	      404930	      366498	      405088	      405025	      405005	      378255	      373533	      144552	      284017
	         280	      419933	      374563	      420089	      419917	      419981	      387487	      382958	      147180	      289027
	         290	      434936	      382175	      435066	      434925	      434979	      396263	      392039	      149722	      293860
	         300	      449936	      389353	      450065	      449924	      449979	      404601	      400792	      152184	      298533
	         301	      450036	      389453	      450165	      450024	      450079	      404701	      400892	      152284	      298633
	     301.307	      450067	      389483	      450196	      450055	      450110	      404732	      400923	      152314	      298664
	      301.92	      450128	      389545	      450258	      450116	      450172	      404793	      400984	      152376	      298726
	     303.102	      450246	      389663	      450376	      450235	      450290	      404911	      401102	      152494	      298844
	         305	      450436	      389853	      450566	      450424	      450479	      405101	      401292	      152684	      299033
	     308.796	      450815	      390232	      450946	      450804	      450859	      405481	      401672	      153063	      299413
	         310	      450936	      390353	      451066	      450924	      450979	      405601	      401792	      153184	      299533
	     312.408	      451177	      390593	      451307	      451165	      451220	      405842	      402033	      153425	      299774
	         315	      451436	      390853	      451566	      451424	      451479	      406101	      402292	      153684	      300033
	         320	      451936	      391353	      452066	      451924	      451979	      406601	      402792	      154184	      300533
	         330	      452936	      392353	      453066	      452924	      452979	      407601	      403792	      155184	      301533
	         340	      453936	      393353	      454066	      453925	      453979	      408601	      404792	      156184	      302533
	         350	      454936	      394353	      455066	      454925	      454979	      409601	      405792	      157184	      303533
	         360	      455936	      395353	      456066	      455925	      455979	      410601	      406792	      158184	      304533
	       360.5	      456686	      396103	      456816	      456675	      456729	      411351	      407542	      158405	      304911
	      360.61	      456851	      396267	      456981	      456839	      456894	      411516	      407707	      158453	      304991
	      360.71	      457001	      396417	      457131	      456989	      457044	      411666	      407857	      158496	      305062
	      360.91	      457301	      396717	      457433	      457289	      457344	      411966	      408157	      158581	      305200
	         361	      457436	      396852	      457568	      457424	      457479	      412101	      408292	      158620	      305261
	      361.18	      457706	      397122	      457838	      457694	      457750	      412370	      408555	      158695	      305383
	     361.541	      458247	      397663	      458379	      458235	      458290	      412898	      409065	      158842	      305620
	     362.262	      459329	      398744	      459461	      459317	      459371	      413878	      410050	      159127	      306078
	         363	      460435	      399853	      460566	      460428	      460487	      414836	      411033	      159412	      306610
	     364.476	      462638	      402043	      462777	      462660	      462705	      416637	      412923	      159965	      307683
	         366	      464924	      404296	      465062	      464946	      464990	      418425	      414810	      160524	      308773
	     369.048	      469475	      408724	      469636	      469517	      469562	      421793	      418393	      161599	      310874
	         370	      470905	      410103	      471065	      470947	      470991	      422828	      419496	      161932	      311525
	     371.905	      473762	      412831	      473915	      473804	      473848	      424839	      421647	      162583	      312810
	     375.715	      479477	      418152	      479630	      479519	      479563	      428678	      425816	      163835	      315307
	     378.001	      482907	      421286	      483032	      482939	      482986	      430924	      428276	      164570	      316782
	     379.372	      484964	      423143	      485090	      484996	      485043	      432253	      429738	      165005	      317658
	     382.116	      489079	      426701	      489179	      489111	      489159	      434840	      432614	      165856	      319380
	     387.602	      497308	      433169	      497408	      497339	      497388	      439774	      438197	      167485	      322701
	     397.602	      512308	      443219	      512408	      512339	      512388	      448075	      447854	      170253	      328369
	     407.602	      527308	      451973	      527410	      527338	      527387	      455771	      457009	      172844	      333691
	     417.602	      542308	      459647	      542410	      542338	      542387	      462935	      465685	      175280	      338696
	         420	      545905	      461434	      546008	      545922	      545995	      464624	      467739	      175856	      339880
	     424.796	      553099	      464781	      553204	      553117	      553146	      467892	      471742	      176980	      342179
	     434.389	      567488	      470693	      567592	      567505	      567535	      474035	      479347	      179117	      346530
	     444.389	      582476	      476155	      582017	      582521	      582547	      480061	      486863	      181231	      350816
	     454.389	      597448	      481070	      595074	      597532	      597556	      485744	      493999	      183242	      354873
	     464.389	      612382	      485539	      607008	      612294	      612268	      491117	      500797	      185158	      358719
	     474.389	      626798	      489671	      618102	      626258	      626215	      496211	      507289	      186995	      362380
	         480	      634520	      491903	      624095	      633895	      633849	      498987	      510858	      188002	      364378
	         490	      647206	      495661	      634228	      647013	      646961	      503690	      516980	      189732	      367777
	         500	      659071	      499242	      643891	      659712	      659651	      508164	      522887	      191403	      371029
	         510	      669152	      502677	      653139	      672044	      671966	      512425	      528595	      193016	      374144
	         520	      679058	      505988	      662013	      684049	      683942	      516488	      534118	      194580	      377135
	         530	      688560	      509191	      670568	      695756	      695601	      520370	      539470	      196096	      380011
	         540	      697657	      512296	      678810	      707186	      706967	      524084	      544661	      197567	      382775
	         550	      706375	      515313	      686750	      718357	      718061	      527646	      549700	      198996	      385435
	         560	      714747	      518248	      694399	      729283	      728899	      531067	      554596	      200388	      387996
	         570	      722797	      521106	      701769	      739978	      739495	      534359	      559357	      201742	      390468
	         580	      730463	      523889	      708872	      750453	      749860	      537531	      563991	      203063	      392853
	         590	      737823	      526600	      715721	      760719	      760002	      540591	      568503	      204351	      395155
	         600	      744918	      529245	      722328	      770786	      769902	      543548	      572900	      205609	      397378
	         610	      751779	      531826	      728702	      780663	      779583	      546407	      577189	      206838	      399527
	         620	      757802	      534349	      734858	      790361	      789050	      549175	      581372	      208039	      401604
	         630	      763694	      536820	      740830	      799892	      798326	      551858	      585457	      209214	      403615
	         640	      769399	      539242	      746633	      809265	      807413	      554461	      589446	      210363	      405557
	         650	      774930	      541615	      752245	      818484	      816317	      556993	      593344	      211489	      407434
	         660	      780288	      543942	      757678	      827554	      825045	      559459	      597158	      212591	      409249
	         663	      781880	      544635	      759288	      830262	      827648	      560194	      598295	      212919	      409788
	         669	      785006	      546005	      762445	      835627	      832793	      561641	      600540	      213568	      410850
	         679	      790064	      548242	      767538	      844431	      841207	      563997	      604204	      214626	      412577
	         689	      794983	      550433	      772462	      853099	      849466	      566302	      607792	      215664	      414258
	         699	      799757	      552581	      777218	      861640	      857574	      568559	      611308	      216680	      415892
	         709	      804404	      554688	      781811	      870054	      865539	      570770	      614753	      217676	      417480
	         719	      808932	      556756	      786244	      878354	      873364	      572940	      618130	      218652	      419023
	         720	      809383	      556962	      786683	      879183	      874146	      573156	      618467	      218750	      419177
	         722	      810281	      557373	      787555	      880836	      875703	      573588	      619138	      218944	      419482
	         726	      812059	      558190	      789273	      884125	      878796	      574444	      620470	      219329	      420087
	         734	      815547	      559800	      792618	      890632	      884898	      576133	      623093	      220088	      421271
	         744	      819810	      561777	      796658	      898661	      892400	      578208	      626309	      221018	      422711
	         747	      821079	      562367	      797852	      901060	      894639	      578827	      627269	      221296	      423139
	         753	      823586	      563535	      800186	      905823	      899074	      580054	      629166	      221844	      423982
	         763	      827679	      565448	      803939	      913664	      906347	      582066	      632269	      222743	      425349
	         773	      831692	      567329	      807551	      921410	      913506	      584046	      635315	      223625	      426681
	         776	      832887	      567890	      808616	      923725	      915643	      584639	      636224	      223888	      427077
	         782	      835251	      569002	      810691	      928325	      919879	      585814	      638022	      224409	      427857
	         792	      839115	      570824	      814019	      935905	      926828	      587745	      640967	      225262	      429126
	         802	      842906	      572616	      817213	      943402	      933679	      589652	      643860	      226101	      430362
	         812	      846628	      574379	      820269	      950820	      940431	      591535	      646705	      226926	      431569
	         822	      850284	      576115	      823182	      958162	      947087	      593397	      649502	      227738	      432745
	         832	      853877	      577823	      825950	      965433	      953652	      595237	      652253	      228536	      433892
	         835	      854948	      578333	      826756	      967609	      955613	      595787	      653075	      228775	      434234
	         841	      857064	      579346	      828299	      971939	      959424	      596881	      654701	      229247	      434907
	         851	      860525	      581016	      830722	      979102	      965726	      598685	      657371	      230023	      436002
	         861	      863916	      582666	      832999	      986208	      971953	      600471	      660000	      230787	      437071
	         871	      867229	      584296	      835123	      993258	      978110	      602242	      662591	      231541	      438118
	         881	      870471	      585908	      837073	 1.00026e+06	      984202	      603997	      665144	      232286	      439143
	         891	      873647	      587498	      838723	  1.0072e+06	      990230	      605737	      667662	      233021	      440149
	         900	      876456	      588906	      840056	 1.01339e+06	      995602	      607292	      669900	      233676	      441038

Row 7
	        TIME	        WOPT	        WOPT	        WOPT	        WOPT	        WOPT	        WOPT	        WOPT	        WOPT	        WOPT
	         DAY	         STB	         STB	         STB	         STB	         STB	         STB	         STB	         STB	         STB
	            	      PROD23	      PROD24	      PROD25	      PROD26	       PROD3	       PROD4	       PROD5	       PROD6	       PROD7
	           1	     1499.69	     1499.71	     1499.96	     1446.24	     1499.95	     1499.56	     1499.96	     1499.95	     1499.98
	        1.15	     1724.69	     1724.74	     1724.96	     1657.68	     1724.95	     1724.57	     1724.96	     1724.95	     1724.98
	     1.39425	     2090.79	     2091.07	     2091.24	     1988.14	     2091.23	     2088.07	     2091.28	      2091.2	     2091.33
	     1.88275	     2822.27	      2823.5	     2823.51	     2610.86	     2823.57	     2820.58	     2823.75	     2823.13	     2823.95
	     2.85975	     4282.22	     4288.91	     4286.57	      3762.3	     4287.31	     4285.26	     4287.72	     4285.73	     4288.93
	     4.81374	     7213.24	     7219.65	     7217.57	     5883.53	     7218.32	     7216.09	      7218.7	     7216.73	     7219.92
	     7.57518	     11344.5	     11361.4	     11359.7	     8717.84	     11360.5	       11358	     11360.8	     11358.9	     11362.1
	     12.7795	     19150.9	     19168.5	     19166.4	     13720.4	     19167.1	     19164.5	     19167.5	     19165.9	     19168.5
	     22.7795	     34145.2	     34168.4	     34166.4	     22422.1	     34167.2	     34164.5	     34167.4	       34166	     34168.5
	     32.7795	     47156.1	     49207.5	     49166.4	     30335.1	     49167.2	     49164.6	     49167.5	       49166	     49168.5
	     42.7795	     58433.1	     64207.1	     64165.2	     37552.6	       64165	     64099.4	     64166.5	     64166.2	       64168
	          50	     65883.1	     75037.9	       74996	     42430.5	     74995.8	     74930.1	     74997.3	     74996.9	     74998.7
	          60	     75267.1	     90038.5	     89995.9	     48579.9	     89995.6	     89930.3	     89997.2	     89996.7	     89997.9
	          70	     83921.9	      105039	      104996	     54171.9	      104996	      104931	      104997	      104997	      104998
	          80	       91952	      120041	      119996	     59242.9	      119995	      119930	      119997	      119996	      119998
	          90	       99411	      135040	      134996	     63831.6	      134995	      134930	      134997	      134996	      134998
	         100	      106367	      150039	      149996	     67981.8	      149996	      149930	      149997	      149996	      149998
	         110	      112871	      165039	      164996	     71755.6	      164996	      164930	      164997	      164996	      164998
	         115	      116013	      172545	      172496	       73554	      172495	      172436	      172497	      172496	      172496
	         120	      119051	      180048	      179995	     75271.6	      179993	      179939	      179996	      179995	      179994
	         125	      121990	      187544	      187493	     76913.2	      187492	      187439	      187496	      187494	      187491
	         130	      124835	      195048	      194993	     78483.3	      194990	      194942	      194996	      194993	      194989
	         140	      130179	      210049	      209993	     81365.8	      209990	      209942	      209996	      209993	      209989
	         150	      135206	      225048	      224993	     84014.3	      224990	      224942	      224996	      224993	      224989
	         160	      139946	      240048	      239993	     86448.1	      239990	      239942	      239996	      239994	      239989
	         170	      144428	      255048	      254993	     88683.2	      254990	      254942	      254996	      254994	      254989
	         180	      148674	      270048	      269993	     90733.6	      269990	      269942	      269996	      269223	      269989
	         190	      152702	      285049	      284993	     92614.3	      284990	      284941	      284996	      282558	      284989
	         200	      156527	      300049	      299993	     94340.7	      299725	      299941	      299996	      295066	      299990
	         210	      160162	      315049	      314993	       95929	      313584	      314941	      314996	      306813	      314990
	         220	      163620	      330049	      329993	     97390.6	      326657	      329941	      329996	      317857	      329990
	         230	      166926	      345057	      344990	     98735.2	      339006	      344957	      344944	      328245	      344982
	         240	      170058	      360065	      359987	     99985.4	      350682	      359972	      359920	      338010	      360095
	         250	      173035	      375067	      374983	      101150	      361727	      374986	      374910	      347234	      375098
	         260	      175866	      390067	      389983	      102241	      372201	      389986	      389910	      355957	      390098
	         270	      178556	      405078	      404956	      103272	      382146	      404889	      404999	      364213	      405095
	         280	      181115	      420092	      419583	      104236	      391570	      419907	      420003	      372019	      420094
	         290	      183550	      435099	      433734	      105165	      400480	      434917	      435005	      379402	      435105
	         300	      185872	      450099	      447448	      106051	      408897	      449917	      449838	      386381	      450105
	         301	      185972	      450199	      447548	      106139	      408997	      450017	      449938	      386481	      450205
	     301.307	      186003	      450229	      447579	      106166	      409028	      450048	      449969	      386511	      450235
	      301.92	      186064	      450291	      447640	      106220	      409089	      450109	      450030	      386573	      450297
	     303.102	      186182	      450409	      447758	      106323	      409207	      450227	      450148	      386691	      450415
	         305	      186372	      450598	      447948	      106487	      409397	      450417	      450338	      386881	      450605
	     308.796	      186752	      450978	      448327	      106811	      409776	      450797	      450718	      387260	      450984
	         310	      186872	      451098	      448448	      106913	      409897	      450917	      450838	      387381	      451105
	     312.408	      187113	      451339	      448689	      107116	      410138	      451158	      451079	      387621	      451345
	         315	      187372	      451598	      448948	      107333	      410397	      451417	      451338	      387881	      451605
	         320	      187872	      452098	      449448	      107746	      410897	      451917	      451838	      388381	      452105
	         330	      188872	      453098	      450448	      108559	      411897	      452917	      452838	      389381	      453105
	         340	      189872	      454098	      451448	      109358	      412897	      453917	      453838	      390381	      454105
	         350	      190872	      455098	      452448	      110142	      413897	      454917	      454838	      391381	      455105
	         360	      191872	      456098	      453448	      110911	      414897	      455917	      455838	      392381	      456105
	       360.5	      191987	      456848	      454946	      110949	      415647	      456667	      456588	      393150	      456855
	      360.61	      192012	      457013	      455111	      110957	      415812	      456832	      456753	      393315	      457019
	      360.71	      192036	      457163	      455261	      110965	      415962	      456982	      456903	      393462	      457169
	      360.91	      192081	      457463	      455561	      110980	      416262	      457282	      457203	      393744	      457469
	         361	      192102	      457598	      455696	      110987	      416397	      457417	      457338	      393869	      457605
	      361.18	      192143	      457869	      455966	      111000	      416667	      457688	      457608	      394110	      457875
	     361.541	      192225	      458410	      456507	      111027	      417208	      458229	      458149	      394572	      458416
	     362.262	      192388	      459492	      457589	      111082	      418290	      459310	      459231	      395447	      459497
	         363	      192555	      460598	      458696	      111138	      419392	      460419	      460338	      396316	      460605
	     364.476	      192892	      462805	      460909	      111248	      421607	      462637	      462550	      398013	      462819
	         366	      193241	      465091	      463195	      111363	      423843	      464923	      464836	      399739	      465105
	     369.048	      193940	      469618	      467766	      111589	      428058	      469494	      469407	      403087	      469676
	         370	      194158	      471048	      469194	      111660	      429351	      470925	      470836	      404122	      471105
	     371.905	      194615	      473907	      472049	      111800	      431844	      473783	      473688	      406147	      473957
	     375.715	      195537	      479622	      477764	      112078	      436505	      479498	      479403	      410002	      479672
	     378.001	      196087	      483056	      481190	      112243	      439196	      482932	      482830	      412249	      483135
	     379.372	      196415	      485113	      483248	      112342	      440774	      484990	      484887	      413573	      485193
	     382.116	      197057	      489228	      487362	      112538	      443800	      489105	      489002	      416128	      489307
	     387.602	      198282	      497458	      495545	      112924	      449388	      497334	      497231	      420900	      497537
	     397.602	      200329	      512458	      509440	      113599	      458434	      512333	      512231	      428638	      512537
	     407.602	      202278	      527457	      522687	      114246	      466622	      527334	      525932	      435610	      527009
	     417.602	      204132	      542456	      535381	      114861	      474118	      542334	      538496	      441975	      540515
	         420	      204571	      546057	      538395	      115007	      475879	      545932	      541449	      443469	      543702
	     424.796	      205428	      553253	      544307	      115293	      479247	      553127	      547131	      446339	      549879
	     434.389	      207062	      567643	      555697	      115831	      485524	      567517	      557700	      451664	      561526
	     444.389	      208684	      582637	      567130	      116364	      491600	      582536	      567961	      456863	      572967
	     454.389	      210232	      597664	      578142	      116868	      497270	      597591	      577563	      461733	      583768
	     464.389	      211714	      612690	      588766	      117345	      502578	      612657	      586572	      466332	      593941
	     474.389	      213133	      627704	      599010	      117794	      507567	      627721	      595053	      470674	      603591
	         480	      213911	      636127	      604644	      118037	      510273	      636148	      599656	      473033	      608832
	         490	      215242	      651127	      614334	      118445	      514792	      651151	      607307	      476993	      617686
	         500	      216520	      666159	      623676	      118827	      519028	      666151	      614452	      480725	      626083
	         510	      217744	      681158	      632684	      119187	      523009	      681137	      621157	      484250	      634056
	         520	      218923	      696157	      641370	      119525	      526758	      696136	      627463	      487585	      641642
	         530	      220054	      711162	      649750	      119844	      530296	      711136	      633409	      490751	      648878
	         540	      221139	      726165	      657813	      120146	      533646	      726138	      639033	      493768	      655802
	         550	      222182	      741169	      665608	      120432	      536823	      741140	      644365	      496648	      662448
	         560	      223181	      756173	      673129	      120703	      539845	      756141	      649432	      499403	      668840
	         570	      224139	      771178	      680384	      120960	      542724	      771143	      654255	      502045	      675002
	         580	      225057	      786183	      687394	      121204	      545471	      786144	      658851	      504576	      680953
	         590	      225939	      801160	      694164	      121434	      548096	      801145	      663236	      507007	      686709
	         600	      226786	      816160	      700703	      121653	      550603	      816150	      667411	      509344	      692287
	         610	      227600	      831165	      707022	      121860	      553001	      831150	      671387	      511593	      697699
	         620	      228383	      846216	      713128	      122056	      555295	      846149	      675176	      513760	      702955
	         630	      229136	      861221	      719030	      122242	      557492	      861148	      678794	      515852	      708066
	         640	      229860	      876161	      724728	      122418	      559609	      875773	      682283	      517876	      713040
	         650	      230557	      891166	      730227	      122584	      561663	      889930	      685684	      519846	      717887
	         660	      231226	      906169	      735531	      122741	      563662	      903721	      689012	      521769	      722619
	         663	      231424	      910669	      737106	      122787	      564257	      907821	      690004	      522341	      724028
	         669	      231812	      919670	      740187	      122876	      565429	      915905	      691964	      523463	      726808
	         679	      232431	      934670	      745140	      123018	      567338	      929065	      695169	      525257	      731339
	         689	      233026	      949656	      749909	      123153	      569207	      941935	      698318	      526964	      735776
	         699	      233595	      964651	      754503	      123282	      571036	      954535	      701416	      528598	      740124
	         709	      234139	      979648	      758931	      123405	      572832	      966884	      704468	      530169	      744390
	         719	      234660	      994647	      763204	      123522	      574597	      979008	      707478	      531692	      748579
	         720	      234712	      996147	      763630	      123534	      574773	      980217	      707779	      531843	      748997
	         722	      234815	      999147	      764475	      123557	      575124	      982627	      708378	      532144	      749830
	         726	      235017	 1.00515e+06	      766142	      123602	      575821	      987412	      709571	      532736	      751484
	         734	      235406	 1.01715e+06	      769383	      123690	      577197	      996853	      711932	      533890	      754748
	         744	      235871	 1.03214e+06	      773296	      123795	      578890	 1.00847e+06	      714848	      535289	      758761
	         747	      236008	 1.03664e+06	      774457	      123826	      579395	 1.01193e+06	      715720	      535704	      759959
	         753	      236275	 1.04564e+06	      776732	      123887	      580397	 1.01878e+06	      717451	      536521	      762332
	         763	      236699	 1.06064e+06	      780396	      123984	      582044	 1.02998e+06	      720308	      537794	      766228
	         773	      237101	 1.07564e+06	      783937	      124077	      583668	   1.041e+06	      723137	      538958	      770066
	         776	      237220	 1.08014e+06	      784989	      124105	      584154	 1.04429e+06	      723983	      539298	      771212
	         782	      237450	 1.08914e+06	      787049	      124159	      585118	 1.05081e+06	      725667	      539946	      773486
	         792	      237814	 1.10416e+06	      790371	      124246	      586706	 1.06156e+06	      728452	      540950	      777223
	         802	      238159	 1.11916e+06	      793582	      124329	      588277	 1.07219e+06	      731216	      541889	      780911
	         812	      238484	 1.13416e+06	      796685	      124410	      589832	 1.08272e+06	      733961	      542772	      784552
	         822	      238792	 1.14916e+06	      799683	      124487	      591372	 1.09316e+06	      736689	      543610	      788150
	         832	      239083	 1.16416e+06	      802579	      124562	      592899	 1.10352e+06	      739402	      544411	      791704
	         835	      239169	 1.16866e+06	      803439	      124585	      593355	 1.10661e+06	      740215	      544647	      792767
	         841	      239335	 1.17766e+06	      805123	      124628	      594264	 1.11277e+06	      741835	      545110	      794878
	         851	      239597	 1.19262e+06	      807838	      124698	      595768	 1.12298e+06	      744523	      545858	      798356
	         861	      239847	 1.20718e+06	      810494	      124766	      597260	 1.13312e+06	      747200	      546587	      801797
	         871	      240084	 1.22145e+06	      813106	      124832	      598742	  1.1432e+06	      749866	      547302	      805203
	         881	      240309	 1.23547e+06	      815680	      124896	      600214	 1.15321e+06	      752524	      548005	      808575
	         891	      240524	 1.24916e+06	      818222	      124957	      601678	 1.16317e+06	      755173	      548698	      811915
	         900	      240708	 1.26127e+06	      820487	      125011	      602989	 1.17209e+06	      757553	      549315	      814896

Row 8
	        TIME	        WOPT	        WOPT	        WGPR	        WGPR	        WGPR	        WGPR	        WGPR	        WGPR	        WGPR
	         DAY	         STB	         STB	    MSCF/DAY	    MSCF/DAY	    MSCF/DAY	    MSCF/DAY	    MSCF/DAY	    MSCF/DAY	    MSCF/DAY
	            	       PROD8	       PROD9	       INJE1	      PROD10	      PROD11	      PROD12	      PROD13	      PROD14	      PROD15
	           1	     1499.94	     1499.98	           0	     2074.94	     2048.07	     2031.47	      2048.9	        2078	     2077.56
	        1.15	     1724.95	     1724.98	           0	     2072.86	     2042.79	     2025.34	     2044.88	      2076.2	     2075.94
	     1.39425	      2091.3	     2091.28	           0	     2069.56	     2033.93	     2015.65	     2039.44	     2073.77	     2072.97
	     1.88275	     2823.86	     2823.47	           0	     2063.76	     2022.48	     2001.48	     2032.57	     2069.42	     2067.69
	     2.85975	     4288.87	     4287.22	           0	     2056.86	     2006.58	      1980.2	     2023.79	     2064.48	     2060.91
	     4.81374	     7219.82	      7218.2	           0	     2048.42	     1998.37	     2106.18	     2016.96	     2056.19	     2052.09
