Row 1
	        TIME	      NRiter	      LSiter	         FPR	        FOPR	        FOPT	        FGPR	        FGPT	        FWPR	        FWPT
	         DAY	            	            	        PSIA	     STB/DAY	         STB	    MSCF/DAY	        MSCF	     STB/DAY	         STB
	            	            	            	            	            	            	            	            	            	            

Row 3
	        TIME	        WOPR	        WOPR	        WOPR	        WOPR	        WOPR	        WOPR	        WOPR	        WOPR	        WOPR
	         DAY	     STB/DAY	     STB/DAY	     STB/DAY	     STB/DAY	     STB/DAY	     STB/DAY	     STB/DAY	     STB/DAY	     STB/DAY
	            	      PROD14	      PROD15	      PROD16	      PROD17	      PROD18	      PROD19	       PROD2	      PROD20	      PROD21
	           1	     1499.93	     1499.95	     1499.97	     1500.12	     1499.99	     1499.95	     1500.04	     1500.12	     1500.92
	        1.15	        1500	        1500	     1500.02	     1500.05	     1500.03	      1500.1	        1500	        1500	        1500
	     1.39425	     1499.96	     1499.89	     1499.41	     1500.07	     1499.86	     1499.85	     1499.46	     1499.47	     1429.43
	     1.88275	     1499.77	     1499.62	     1498.05	     1496.35	     1499.52	     1498.38	     1498.64	     1498.87	     1329.95
	     2.85975	     1499.84	      1499.3	     1497.77	      1499.5	     1498.74	     1499.27	      1497.1	     1497.12	     1231.26
	     4.81374	     1500.01	     1499.99	     1500.01	     1499.96	     1500.01	        1500	     1500.01	        1500	     1135.16
	     7.57518	     1500.12	     1499.99	     1500.01	     1500.02	     1500.02	     1500.02	        1500	     1500.01	     1066.08
	     12.7795	     1500.18	     1500.02	     1500.11	     1499.82	     1499.99	     1500.06	     1499.89	     1489.28	     998.812
	     22.7795	     1500.01	        1500	     1500.06	     1500.01	        1500	        1500	        1500	        1500	     921.518
	     32.7795	     1499.99	        1500	        1500	     1500.03	        1500	        1500	        1500	        1500	     865.191
	     42.7795	     1498.65	        1500	     1499.92	     1496.28	     1499.89	     1499.74	     1499.74	     1499.94	     816.715
	          50	     1500.05	     1499.98	        1500	     1500.11	     1499.96	     1499.98	     1499.99	        1500	     784.205
	          60	     1499.76	     1500.01	     1499.97	     1500.25	     1499.99	     1499.66	     1499.97	        1500	     741.098
	          70	     1499.94	        1500	     1499.97	     1499.95	     1499.94	     1500.01	     1500.01	     1499.98	     700.551
	          80	     1499.99	        1500	     1499.99	      1499.9	        1500	     1499.99	        1500	     1500.01	     660.875
	          90	      1500.1	        1500	     1500.02	     1499.95	        1500	     1499.97	        1500	     1500.01	     622.598
	         100	     1500.21	        1500	     1499.99	     1500.07	     1500.04	     1500.03	        1500	        1500	     586.147
	         110	     1500.18	        1500	     1500.01	     1500.05	     1499.99	        1500	     1500.01	        1500	      553.78
	         115	     1506.87	     1498.65	     1500.59	     1501.29	     1500.57	     1500.49	     1499.55	      1499.1	     538.923
	         120	     1503.08	      1497.8	     1500.44	     1498.42	     1500.12	     1500.08	      1499.5	      1499.5	     524.859
	         125	     1503.27	     1500.02	     1500.51	     1498.99	     1500.04	        1500	     1499.48	      1499.5	     511.456
	         130	      1496.5	        1500	     1496.25	     1499.69	     1500.12	     1500.05	     1499.52	     1499.51	     497.404
	         140	     1499.98	     1499.99	     1502.22	     1500.06	     1499.99	        1500	     1500.07	     1500.02	     472.443
	         150	     1500.03	        1500	     1500.01	     1500.18	     1500.04	     1500.07	        1500	        1500	     447.646
	         160	     1500.02	        1500	     1499.99	     1499.83	     1500.01	        1500	        1500	        1500	     424.435
	         170	     1499.97	        1500	        1500	     1499.93	     1500.01	     1499.99	     1499.99	        1500	     402.856
	         180	        1500	     1500.01	     1426.78	     1500.15	        1500	     1499.99	        1500	     1450.27	      383.18
	         190	     1500.08	        1500	     1337.54	     1499.95	        1500	     1499.99	      1489.1	     1368.79	     365.515
	         200	     1499.96	        1500	     1259.29	     1500.03	        1500	     1500.01	     1396.11	     1303.38	     349.665
	         210	     1500.01	        1500	      1189.8	     1499.99	        1500	        1500	     1318.47	     1246.46	     335.477
	         220	        1500	        1500	     1128.23	     1508.78	     1500.02	        1500	     1248.97	     1194.02	     322.641
	         230	     1500.73	     1500.03	     1070.45	     1503.74	     1500.65	     1500.41	      1185.1	     1144.96	     309.752
	         240	     1500.52	     1498.23	     1015.74	     1500.23	     1500.66	     1500.06	     1127.11	     1099.33	     299.936
	         250	     1500.41	     1496.14	     961.194	      1500.3	     1500.58	     1500.25	     1072.06	     1057.09	     289.867
	         260	     1499.97	        1500	     905.739	     1499.97	     1499.99	        1500	     1019.93	     1017.16	     280.513
	         270	     1491.86	      1500.4	     854.242	      1500.2	     1500.42	     1500.16	     970.254	         979	     271.494
	         280	     1500.46	     1500.35	     806.502	     1500.13	     1489.26	     1497.58	     923.227	     942.475	     262.723
	         290	     1500.25	     1500.29	     761.198	     1497.63	     1500.76	     1499.83	     877.574	     908.087	     254.273
	         300	        1500	        1500	     717.764	     1499.96	     1499.97	        1500	     833.822	     875.359	     246.143
	         301	      99.994	         100	     99.9997	     100.342	         100	         100	         100	         100	         100
	     301.307	     100.028	         100	         100	     100.007	     99.9993	         100	         100	         100	         100
	      301.92	     100.004	         100	         100	     100.076	     100.001	         100	         100	     99.9999	         100
	     303.102	     100.002	     99.9999	     100.001	     100.013	     99.9983	         100	         100	         100	         100
	         305	     99.9977	     100.002	         100	     100.294	     100.005	         100	     99.9998	     99.9998	         100
	     308.796	         100	         100	         100	         100	     99.9998	         100	         100	         100	         100
	         310	     99.9829	     100.068	      99.998	     99.9849	     99.9994	         100	         100	         100	         100
	     312.408	     100.006	      100.03	     99.9999	     100.017	     100.004	         100	     99.9999	     99.9998	         100
	         315	      99.995	     99.9998	         100	     100.007	     100.005	         100	         100	     99.9999	         100
	         320	     99.9954	     99.9998	     100.003	     99.9939	     99.9963	         100	     100.002	     100.001	     100.001
	         330	     99.9848	     99.9992	         100	     100.009	     100.001	         100	         100	     99.9996	         100
	         340	     99.9807	     99.9982	     100.001	     99.9997	     100.058	         100	         100	         100	         100
	         350	     100.001	     99.9996	     99.9991	     99.9979	     99.9806	         100	         100	         100	         100
	         360	     99.4844	     100.001	      99.997	     99.9971	     99.9841	     99.9999	         100	     99.9999	         100
	       360.5	        1500	        1500	        1500	     1500.24	        1500	     1500.01	        1500	        1500	      441.96
	      360.61	     1500.07	        1500	        1500	     1500.02	     1500.01	     1499.99	        1500	        1500	     437.777
	      360.71	     1500.97	     1499.94	     1499.05	     1499.87	     1499.27	     1499.67	     1499.69	     1499.46	     433.639
	      360.91	     1500.74	     1499.76	     1496.74	     1509.05	     1497.27	     1498.77	     1499.09	     1498.78	     426.173
	         361	      1500.5	     1499.97	     1499.39	     1499.75	     1499.53	     1499.93	     1499.84	     1499.81	     423.111
	      361.18	     1500.58	     1499.84	     1497.82	     1499.31	     1498.15	     1499.46	     1492.91	     1462.03	     417.432
	     361.541	        1500	        1500	        1500	        1500	        1500	        1500	     1464.49	     1414.63	     408.194
	     362.262	     1500.09	        1500	     1499.99	        1500	     1500.01	     1498.88	     1359.68	     1365.56	     395.378
	         363	     1500.67	     1498.65	     1501.91	     1497.82	     1506.36	     1511.57	     1296.81	     1331.29	     386.225
	     364.476	      1501.7	     1492.29	     1483.51	     1497.37	     1511.98	     1502.31	     1220.35	     1280.55	     374.836
	         366	     1500.01	     1500.01	     1478.79	        1500	        1500	     1499.99	     1173.08	     1238.23	     366.355
	     369.048	     1499.97	     1493.63	     1452.99	     1500.84	        1500	     1500.01	      1105.2	     1175.72	     352.935
	         370	     1502.53	     1500.72	     1447.76	     1499.59	      1500.6	     1500.49	     1086.57	     1158.37	     349.121
	     371.905	     1500.45	     1500.01	     1432.04	     1496.07	     1499.92	     1499.92	     1055.89	     1129.24	      341.75
	     375.715	     1500.12	     1499.97	     1396.68	     1500.06	     1499.98	     1500.01	     1007.73	     1094.04	     328.731
